name,area
SuperScan (HAADF) 41,2.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,1.875
SuperScan (HAADF) 41,10.375
SuperScan (HAADF) 41,3.0
SuperScan (HAADF) 41,16.375
SuperScan (HAADF) 41,16.25
SuperScan (HAADF) 41,10.5
SuperScan (HAADF) 41,22.25
SuperScan (HAADF) 41,19.75
SuperScan (HAADF) 41,21.625
SuperScan (HAADF) 41,14.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,29.125
SuperScan (HAADF) 41,0.75
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,20.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,1.0
SuperScan (HAADF) 41,1.375
SuperScan (HAADF) 41,8.875
SuperScan (HAADF) 41,22.25
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,44.75
SuperScan (HAADF) 41,10.5
SuperScan (HAADF) 41,6.0
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,9.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,43.625
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,44.25
SuperScan (HAADF) 41,1.0
SuperScan (HAADF) 41,11.125
SuperScan (HAADF) 41,17.75
SuperScan (HAADF) 41,6.625
SuperScan (HAADF) 41,2.375
SuperScan (HAADF) 41,21.375
SuperScan (HAADF) 41,25.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,22.375
SuperScan (HAADF) 41,18.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,27.875
SuperScan (HAADF) 41,54.625
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,2.125
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,2.875
SuperScan (HAADF) 41,26.75
SuperScan (HAADF) 41,17.25
SuperScan (HAADF) 41,33.75
SuperScan (HAADF) 41,14.125
SuperScan (HAADF) 41,26.125
SuperScan (HAADF) 41,1.75
SuperScan (HAADF) 41,17.625
SuperScan (HAADF) 41,32.0
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,12.75
SuperScan (HAADF) 41,24.625
SuperScan (HAADF) 41,36.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,24.75
SuperScan (HAADF) 41,26.375
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.125
SuperScan (HAADF) 41,34.875
SuperScan (HAADF) 41,17.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.25
SuperScan (HAADF) 41,16.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,27.875
SuperScan (HAADF) 41,48.625
SuperScan (HAADF) 41,19.375
SuperScan (HAADF) 41,19.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,22.75
SuperScan (HAADF) 41,44.0
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,45.375
SuperScan (HAADF) 41,29.0
SuperScan (HAADF) 41,27.25
SuperScan (HAADF) 41,6.375
SuperScan (HAADF) 41,7.0
SuperScan (HAADF) 41,32.375
SuperScan (HAADF) 41,22.0
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,19.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,31.875
SuperScan (HAADF) 41,16.25
SuperScan (HAADF) 41,10.0
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,20.625
SuperScan (HAADF) 41,3.625
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,27.875
SuperScan (HAADF) 41,1.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.375
SuperScan (HAADF) 41,7.25
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,19.875
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,2.5
SuperScan (HAADF) 41,23.5
SuperScan (HAADF) 41,10.625
SuperScan (HAADF) 41,27.375
SuperScan (HAADF) 41,25.75
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,0.5
SuperScan (HAADF) 41,35.625
SuperScan (HAADF) 41,21.5
